Month,Day,Time,Miss,Slot,SlotM,Spin,SpinM,Winners,Payout
Mar,12,01:59,True,3,10,1,1,374,1789
Mar,12,02:00,False,2,2,2,4,568,18260
Mar,12,02:01,True,4,3,7,5,1156,36009
Mar,12,02:02,True,5,7,2,2,605,10287
Mar,12,02:03,True,1,3,4,10,1135,19789
Mar,12,02:05,True,3,4,6,10,805,17887
Mar,12,02:06,True,5,2,6,10,794,18979
Mar,12,02:06,True,7,2,1,1,469,3054
Mar,12,02:07,True,4,5,1,1,463,3592
Mar,12,02:08,True,3,2,1,1,395,2711
Mar,12,02:09,True,8,2,3,10,1057,22270
Mar,12,02:10,True,6,5,1,1,393,2665
Mar,12,02:11,True,6,4,3,3,1006,6722
Mar,12,02:12,True,4,0,5,5,621,8149
Mar,12,02:13,True,8,2,3,10,945,17641
Mar,12,02:14,True,7,2,5,5,620,9914
Mar,12,02:15,True,3,0,2,2,589,10818
Mar,12,02:16,False,1,0,1,1,347,3125
Mar,12,02:16,True,3,0,5,5,545,9572
Mar,12,02:17,True,3,3,1,1,323,3320
Mar,12,02:18,False,6,4,6,40,598,61050
Mar,12,02:19,True,7,7,2,2,493,7110
Mar,12,02:19,True,8,2,2,2,497,5603
Mar,12,02:20,False,1,5,1,5,349,6901
Mar,12,02:21,True,4,2,1,1,354,1547
Mar,12,02:22,True,7,3,3,4,874,7168
Mar,12,02:23,False,4,2,4,14,987,24610
Mar,12,02:25,True,2,4,3,5,925,8992
Mar,12,02:26,True,8,2,1,1,393,1787
Mar,12,02:27,True,4,0,6,10,734,16194
Mar,12,02:28,True,3,2,1,1,376,1986
Mar,12,02:28,True,3,3,2,2,606,7342
Mar,12,02:29,True,5,2,1,1,341,1740
Mar,12,02:30,True,8,0,5,5,575,6529
Mar,12,02:31,True,7,2,1,1,319,2483
Mar,12,02:32,True,6,3,1,1,303,3990
Mar,12,02:32,True,6,5,1,1,289,2407
Mar,12,02:33,True,3,5,2,2,419,5779
Mar,12,02:34,True,3,3,5,5,407,5208
Mar,12,02:35,True,2,0,7,5,845,41132
Mar,12,02:36,True,8,2,1,1,277,1939
Mar,12,02:37,True,2,2,6,10,590,12151
Mar,12,02:38,True,4,2,1,1,302,2685
Mar,12,02:39,True,1,0,2,2,442,4332
Mar,12,02:39,True,1,5,2,2,406,4225
Mar,12,02:40,True,8,0,6,10,529,10501
Mar,12,02:41,True,7,2,2,2,430,3604
Mar,12,02:42,True,6,3,2,2,431,4059
Mar,12,02:42,True,8,0,3,20,769,32993
Mar,12,02:44,True,8,0,2,2,441,4070
Mar,12,02:45,True,5,2,1,1,324,2983
Mar,12,02:45,True,6,5,7,5,998,36365
Mar,12,02:47,True,6,0,1,1,340,1518
Mar,12,02:48,True,3,3,4,10,1067,20213
Mar,12,02:49,True,2,2,8,20,1164,82747
Mar,12,02:51,True,6,2,1,1,346,1483
Mar,12,02:52,True,8,2,1,1,357,1470
Mar,12,02:53,True,4,0,1,1,340,1333
Mar,12,02:53,True,6,5,1,1,318,1370
Mar,12,02:54,True,8,0,1,1,310,1116
Mar,12,02:55,True,8,2,1,1,303,1901
Mar,12,02:56,False,7,7,7,35,915,231634
Mar,12,02:57,False,5,5,5,25,438,21933
Mar,12,02:58,True,7,0,2,2,524,3398
Mar,12,02:59,True,8,0,1,1,325,1288
Mar,12,03:00,True,7,2,3,2,892,6723
Mar,12,03:01,True,6,2,1,1,322,1435
Mar,12,03:01,True,7,20,1,1,327,1905
Mar,12,03:02,True,4,25,1,1,355,1968
Mar,12,03:03,True,6,7,2,2,463,3117
Mar,12,03:04,True,3,2,1,1,331,2104
Mar,12,03:05,True,3,5,1,1,328,1611
Mar,12,03:05,True,5,2,2,2,437,4927
Mar,12,03:06,True,7,4,6,10,621,12205
Mar,12,03:07,True,7,0,5,5,531,5053
Mar,12,03:08,True,4,2,1,1,328,2227
Mar,12,03:08,True,3,4,1,1,318,2240
Mar,12,03:09,True,4,5,3,4,846,6183
Mar,12,03:10,True,7,0,4,15,933,23342
Mar,12,03:12,True,8,2,5,5,503,4195
Mar,12,03:13,True,3,2,2,2,482,4515
Mar,12,03:13,True,2,2,1,1,326,1259
Mar,12,03:14,True,4,2,8,15,1006,31324
Mar,12,03:16,True,5,2,2,2,465,3642
Mar,12,03:30,True,8,2,5,5,26,366
Mar,12,03:31,True,4,10,1,1,59,222
Mar,12,03:32,True,1,0,6,10,177,1993
Mar,12,03:33,True,5,0,2,2,158,709
Mar,12,03:34,True,6,3,5,5,217,2154
Mar,12,03:34,False,1,3,1,3,173,1402
Mar,12,03:35,True,4,0,2,2,249,2814
Mar,12,03:36,True,8,0,2,2,252,2721
Mar,12,03:37,True,7,0,2,2,289,5678
Mar,12,03:38,True,1,4,5,5,318,6036
Mar,12,03:39,True,3,0,2,2,284,3008
Mar,12,03:39,False,1,3,1,3,176,2805
Mar,12,03:40,True,4,7,2,2,250,1362
Mar,12,03:41,True,2,0,1,1,169,807
Mar,12,03:42,True,1,0,5,5,290,1750
Mar,12,03:42,True,2,4,6,10,413,6691
Mar,12,03:43,True,3,5,4,15,739,23165
Mar,12,03:45,False,5,4,5,20,392,9949
Mar,12,03:46,False,2,20,2,40,442,78803
Mar,12,03:47,True,8,2,3,8,737,14208
Mar,12,03:48,True,8,0,5,5,535,3888
Mar,12,03:49,True,2,15,1,1,328,1141
Mar,12,03:49,True,7,3,1,1,304,851
Mar,12,03:50,True,8,2,1,1,295,1032
Mar,12,03:51,True,4,2,2,2,440,3106
Mar,12,03:52,True,2,5,5,5,465,5753
Mar,12,03:52,True,3,5,1,1,277,762
Mar,12,03:53,True,6,3,3,3,747,4788
Mar,12,03:55,True,4,4,1,1,294,831
Mar,12,03:55,True,8,2,1,1,262,872
Mar,12,03:56,True,3,2,2,2,391,4650
Mar,12,03:57,True,5,5,2,2,397,4517
Mar,12,03:57,True,7,2,2,2,377,4131
Mar,12,03:58,True,8,2,1,1,244,1032
Mar,12,03:59,True,7,25,2,2,316,3758
Mar,12,04:00,True,6,2,8,10,744,42407
Mar,12,04:02,True,6,4,2,2,381,4351
Mar,12,04:03,True,2,3,1,1,259,1393
Mar,12,04:04,True,4,0,1,1,277,1490
Mar,12,04:04,True,6,2,1,1,267,1285
Mar,12,04:05,True,4,3,1,1,239,1521
Mar,12,04:06,True,8,2,1,1,236,1211
Mar,12,04:07,True,8,2,1,1,226,1239
Mar,12,04:07,True,8,0,1,1,233,1276
Mar,12,04:08,True,4,5,1,1,232,1559
Mar,12,04:09,True,2,0,5,5,337,4024
Mar,12,04:10,False,6,0,6,10,413,15697
Mar,12,04:11,True,4,5,1,1,217,959
Mar,12,04:11,True,3,3,1,1,247,1234
Mar,12,04:12,True,7,4,4,15,711,19193
Mar,12,04:14,True,6,3,1,1,249,1184
Mar,12,04:14,True,2,3,5,5,370,3260
Mar,12,04:15,True,3,2,2,2,406,3596
Mar,12,04:16,True,1,2,3,4,672,5266
Mar,12,04:17,True,4,3,2,2,385,4990
Mar,12,04:18,True,7,3,2,2,365,4140
Mar,12,04:19,True,5,0,1,1,232,1781
Mar,12,04:19,True,5,2,4,50,724,62497
Mar,12,04:21,True,8,0,7,5,735,30604
Mar,12,04:23,True,8,2,1,1,279,3842
Mar,12,04:23,True,1,4,3,4,714,5513
Mar,12,04:25,False,8,3,8,45,872,188835
Mar,12,04:27,True,4,2,1,1,272,1529
Mar,12,04:28,True,7,5,6,10,601,13403
Mar,12,04:28,True,1,3,8,25,882,56109
Mar,12,04:31,True,8,2,1,1,334,1863
Mar,12,04:31,True,7,5,6,10,643,16211
Mar,12,04:32,True,7,2,2,2,527,4664
Mar,12,04:33,True,3,0,1,1,332,2161
Mar,12,04:34,True,2,2,1,1,327,2126
Mar,12,04:34,False,1,2,1,2,327,1641
Mar,12,04:35,True,8,3,5,5,456,6384
Mar,12,04:36,True,8,2,3,7,765,10864
Mar,12,04:37,True,3,2,2,2,440,4128
Mar,12,04:38,False,2,0,2,2,430,4550
Mar,12,04:39,True,6,4,1,1,289,2905
Mar,12,04:39,True,8,0,5,5,425,7632
Mar,12,04:40,True,8,4,1,1,252,959
Mar,12,04:41,True,8,2,2,2,315,1399
Mar,12,04:42,True,8,0,6,10,471,12566
Mar,12,04:42,True,7,2,2,2,354,1879
Mar,12,04:43,True,8,5,1,1,235,559
Mar,12,04:44,True,4,15,2,2,357,1866
Mar,12,04:45,True,6,0,1,1,219,574
Mar,12,04:45,True,4,5,2,2,340,1916
Mar,12,04:46,True,7,0,3,20,673,15688
Mar,12,04:47,True,4,2,1,1,239,1090
Mar,12,04:48,True,2,3,7,5,840,20733
Mar,12,04:49,False,1,0,1,1,252,682
Mar,12,04:50,True,5,25,6,10,554,11778
Mar,12,04:51,True,7,2,5,5,554,5127
Mar,12,04:52,True,8,3,5,5,521,4252
Mar,12,04:53,True,7,7,5,5,526,4049
Mar,12,04:53,True,8,2,1,1,300,762
Mar,12,04:54,True,8,2,7,5,918,39204
Mar,12,04:56,True,5,0,1,1,276,1028
Mar,12,04:56,True,6,2,1,1,284,794
Mar,12,04:57,True,7,2,6,10,567,9455
Mar,12,04:58,True,1,2,3,7,780,7225
Mar,12,04:59,True,3,3,1,1,266,695
Mar,12,05:00,True,8,2,1,1,267,578
Mar,12,05:01,True,2,0,1,1,269,566
Mar,12,05:01,True,5,0,2,2,373,2641
Mar,12,05:02,True,4,0,6,10,447,8976
Mar,12,05:03,True,4,3,1,1,204,743
Mar,12,05:04,True,8,5,1,1,204,375
Mar,12,05:04,True,2,3,1,1,202,947
Mar,12,05:05,True,4,4,2,2,316,2179
Mar,12,05:06,False,2,3,2,6,291,3925
Mar,12,05:07,False,2,3,2,6,320,4708
Mar,12,05:07,True,7,5,2,2,329,2114
Mar,12,05:08,True,3,0,7,5,748,19604
Mar,12,05:10,True,7,0,6,10,422,8186
Mar,12,05:10,False,1,15,1,15,263,11385
Mar,12,05:11,True,3,3,1,1,301,1480
Mar,12,05:12,True,8,2,5,5,430,4081
Mar,12,05:13,True,4,3,1,1,272,1595
Mar,12,05:14,True,8,7,2,2,377,2632
Mar,12,05:14,True,7,4,1,1,257,1595
Mar,12,05:15,True,5,5,1,1,256,1557
Mar,12,05:16,True,8,2,1,1,257,886
Mar,12,05:17,True,4,2,2,2,348,2055
Mar,12,05:18,True,5,2,2,2,355,1900
Mar,12,05:19,True,4,2,5,5,363,2356
Mar,12,05:19,True,3,0,1,1,257,590
Mar,12,05:20,False,2,10,2,20,321,8685
Mar,12,05:21,True,2,2,5,5,348,3483
Mar,12,05:22,False,6,4,6,40,434,34480
Mar,12,05:23,True,7,3,2,2,388,4781
Mar,12,05:24,False,1,2,1,2,298,1081
Mar,12,05:24,True,4,4,2,2,423,4557
Mar,12,05:25,True,6,2,2,2,408,4368
Mar,12,05:26,False,1,2,1,2,285,1256
Mar,12,05:27,True,2,7,1,1,270,536
Mar,12,05:28,True,3,0,8,60,785,74107
Mar,12,05:30,True,4,0,2,2,430,5264
Mar,12,05:31,True,3,3,1,1,310,909
Mar,12,05:32,False,5,3,5,15,449,19728
Mar,12,05:33,True,8,0,5,5,445,5150
Mar,12,05:34,True,4,0,5,5,493,6861
Mar,12,05:34,True,2,0,1,1,314,1432
Mar,12,05:35,True,4,7,1,1,308,1390
Mar,12,05:36,False,3,0,3,20,669,44432
Mar,12,05:37,True,8,5,5,5,407,4666
Mar,12,05:38,True,3,3,6,10,514,10619
Mar,12,05:39,True,8,0,2,2,471,7164
Mar,12,05:40,True,8,3,1,1,310,1092
Mar,12,05:40,True,5,3,2,2,439,5106
Mar,12,05:41,True,3,0,1,1,320,991
Mar,12,05:42,True,4,0,3,10,670,15431
Mar,12,05:43,True,3,3,1,1,294,879
Mar,12,05:44,True,3,5,2,2,428,7049
Mar,12,05:45,True,6,7,3,4,663,6755
Mar,12,05:46,True,5,5,2,2,452,5667
Mar,12,05:47,True,5,2,6,10,503,9988
Mar,12,05:48,True,5,3,2,2,430,2859
Mar,12,05:49,False,1,5,1,5,298,2444
Mar,12,05:50,True,5,7,2,2,441,4338
Mar,12,05:51,True,7,3,4,28,769,33079
Mar,12,05:53,True,6,7,1,1,329,645
Mar,12,05:54,True,8,3,4,20,815,29311
Mar,12,05:56,True,7,3,1,1,368,967
Mar,12,05:56,True,1,3,5,5,529,4578
Mar,12,05:57,True,5,2,3,20,846,30247
Mar,12,05:58,True,7,0,2,2,522,4928
Mar,12,05:59,False,1,2,1,2,369,1170
Mar,12,06:00,True,7,5,1,1,359,839
Mar,12,06:01,True,2,0,6,10,584,14190
Mar,12,06:02,True,7,0,1,1,322,4109
Mar,12,06:02,True,2,2,1,1,365,1113
Mar,12,06:03,True,6,3,1,1,331,892
Mar,12,06:04,True,7,2,6,10,498,8563
Mar,12,06:05,True,7,0,8,20,872,27904
Mar,12,06:07,False,2,5,2,10,469,13689
Mar,12,06:07,True,7,10,1,1,366,815
Mar,12,06:08,True,4,0,1,1,353,679
Mar,12,06:09,True,4,3,1,1,337,819
Mar,12,06:10,True,1,15,2,2,455,2987
Mar,12,06:11,True,7,2,1,1,357,1000
Mar,12,06:12,True,3,4,2,2,429,2980
Mar,12,06:12,True,3,0,2,2,394,3019
Mar,12,06:13,True,7,4,3,3,749,5664
Mar,12,06:14,True,3,0,1,1,317,1285
Mar,12,06:15,True,7,0,5,5,395,6408
Mar,12,06:16,False,1,0,1,1,290,1143
Mar,12,06:17,True,2,10,1,1,286,1860
Mar,12,06:18,True,3,2,6,10,407,16777
Mar,12,06:19,True,4,5,1,1,261,1623
Mar,12,06:19,False,3,0,3,2,579,4619
Mar,12,06:21,True,6,3,1,1,265,2498
Mar,12,06:21,True,8,2,1,1,260,1914
Mar,12,06:22,True,8,2,6,10,369,16253
Mar,12,06:23,False,2,2,2,4,372,9049
Mar,12,06:24,True,4,2,1,1,282,1509
Mar,12,06:25,True,7,3,2,2,355,3913
Mar,12,06:26,False,1,0,1,1,248,762
Mar,12,06:26,True,6,3,4,7,673,18206
Mar,12,06:28,True,8,15,5,5,379,6606
Mar,12,06:29,True,8,4,3,4,595,9109
Mar,12,06:30,True,5,5,1,1,284,1043
Mar,12,06:31,True,4,2,2,2,367,5160
Mar,12,06:32,True,5,4,1,1,263,1417
Mar,12,06:32,True,8,2,2,2,355,8451
Mar,12,06:33,True,4,3,1,1,268,839
Mar,12,06:34,True,1,2,6,10,407,9433
Mar,12,06:35,True,3,3,1,1,265,921
Mar,12,06:36,False,1,5,1,5,255,2396
Mar,12,06:36,True,2,0,1,1,273,861
Mar,12,06:37,True,8,3,1,1,270,543
Mar,12,06:38,False,2,2,2,4,318,7137
Mar,12,06:39,True,5,5,2,2,326,3607
Mar,12,06:40,True,6,2,2,2,338,2799
Mar,12,06:40,True,4,4,6,10,398,9514
Mar,12,06:41,True,6,4,1,1,302,811
Mar,12,06:42,True,4,2,3,9,643,14324
Mar,12,06:47,True,4,0,1,1,251,1891
Mar,12,06:47,True,7,4,5,5,286,3174
Mar,12,06:48,True,2,3,3,2,508,2882
Mar,12,06:49,True,8,3,5,5,303,4233
Mar,12,06:50,True,2,2,7,5,612,39566
Mar,12,06:52,True,4,2,1,1,249,1260
Mar,12,06:53,True,5,4,1,1,267,1244
Mar,12,06:54,True,8,10,1,1,276,1423
Mar,12,06:54,False,2,0,2,2,369,5864
Mar,12,06:57,True,4,5,1,1,241,743
Mar,12,06:58,True,6,2,1,1,268,2443
Mar,12,06:58,True,4,0,2,2,305,5931
Mar,12,06:59,False,2,0,2,2,338,8017
Mar,12,07:00,True,7,2,1,1,242,1028
Mar,12,07:01,True,2,3,6,10,316,14125
Mar,12,07:02,True,2,0,1,1,243,1262
Mar,12,07:02,True,3,0,1,1,263,1601
Mar,12,07:03,True,6,0,1,1,260,998
Mar,12,07:04,True,1,0,7,5,558,62079
Mar,12,07:06,True,2,4,5,5,298,3541
Mar,12,07:07,True,8,10,1,1,293,1178
Mar,12,07:07,True,5,5,3,10,554,11758
Mar,12,07:09,True,7,3,1,1,282,1449
Mar,12,07:10,True,7,4,1,1,314,1668
Mar,12,07:10,True,4,4,6,10,415,9462
Mar,12,07:11,True,6,7,3,2,632,4312
Mar,12,07:12,True,5,5,2,2,403,2415
Mar,12,07:13,True,2,4,1,1,320,1162
Mar,12,07:14,True,1,0,6,10,440,4844
Mar,12,07:15,True,7,3,1,1,353,1254
Mar,12,07:16,True,2,5,6,10,455,10185
Mar,12,07:16,True,1,5,6,10,474,13317
Mar,12,07:17,True,6,0,1,1,374,2632
Mar,12,07:18,True,3,2,1,1,371,2490
Mar,12,07:19,True,6,0,5,5,427,6033
Mar,12,07:20,True,3,2,5,5,438,13535
Mar,12,07:20,True,4,7,5,5,459,15993
Mar,12,07:21,True,8,3,3,3,683,4650
Mar,12,07:22,True,5,3,1,1,332,3237
Mar,12,07:23,True,5,2,7,5,731,27500
Mar,12,07:25,False,1,0,1,1,335,1899
Mar,12,07:26,True,6,2,5,5,452,5167
Mar,12,07:26,True,8,0,5,5,503,9074
Mar,12,07:27,True,8,5,1,1,335,1743
Mar,12,07:28,True,3,0,8,25,842,22927
Mar,12,07:30,True,5,2,1,1,331,2433
Mar,12,07:31,True,5,2,3,20,744,39464
Mar,12,07:32,True,3,2,1,1,368,1027
Mar,12,07:33,True,6,3,2,2,494,3456
Mar,12,07:34,True,6,2,5,5,563,4374
Mar,12,07:34,False,2,2,2,4,494,6183
Mar,12,07:35,True,4,7,1,1,393,770
Mar,12,07:36,True,5,0,1,1,341,483
Mar,12,07:37,True,7,2,2,2,420,2300
Mar,12,07:38,True,5,5,1,1,301,706
Mar,12,07:38,True,6,4,1,1,325,1064
Mar,12,07:39,True,3,0,1,1,291,1449
Mar,12,07:40,True,7,3,1,1,287,1312
Mar,12,07:41,True,8,5,5,5,396,3496
Mar,12,07:42,True,8,0,1,1,276,1140
Mar,12,07:43,True,8,2,2,2,358,3793
Mar,12,07:43,True,8,0,2,2,356,3231
Mar,12,07:44,True,4,0,2,2,379,4263
Mar,12,07:45,True,5,4,2,2,373,4397
Mar,12,07:46,True,6,5,3,12,664,13509
Mar,12,07:47,True,4,3,2,2,402,6600
Mar,12,07:48,True,3,0,1,1,336,3841
Mar,12,07:49,True,3,4,5,5,446,2824
Mar,12,07:50,True,4,3,5,5,466,2880
Mar,12,07:51,True,4,3,1,1,305,494
Mar,12,07:51,True,5,0,2,2,365,3173
Mar,12,07:52,True,8,0,3,9,654,7126
Mar,12,07:53,True,7,2,1,1,316,499
Mar,12,07:54,True,1,0,2,2,408,2569
Mar,12,07:55,True,5,5,1,1,312,703
Mar,12,07:56,False,1,5,1,5,299,2217
Mar,12,07:57,True,6,3,2,2,419,3155
Mar,12,07:57,True,5,3,2,2,412,2737
Mar,12,07:58,False,5,0,5,5,424,3235
Mar,12,07:59,True,2,2,1,1,317,799
Mar,12,08:00,True,2,3,1,1,286,891
Mar,12,08:01,True,3,2,2,2,368,3129
Mar,12,08:01,True,2,4,5,5,302,3057
Mar,12,08:02,True,5,0,2,2,383,7974
Mar,12,08:03,True,7,5,1,1,289,1145
Mar,12,08:04,True,8,3,2,2,352,5811
Mar,12,08:05,True,4,2,3,10,615,7450
Mar,12,08:06,True,7,2,2,2,410,3967
Mar,12,08:07,True,7,2,8,15,781,51709
Mar,12,08:09,True,3,3,2,2,424,3476
Mar,12,08:09,True,1,0,2,2,447,2850
Mar,12,08:10,False,1,2,1,2,342,2059
Mar,12,08:11,True,1,3,2,2,448,4125
Mar,12,08:12,True,2,0,6,10,521,10491
Mar,12,08:13,True,8,2,4,15,856,15708
Mar,12,08:14,True,8,3,1,1,383,1746
Mar,12,08:15,True,2,3,5,5,522,3320
Mar,12,08:16,True,2,2,1,1,391,2283
Mar,12,08:17,True,8,3,5,5,512,4272
Mar,12,08:17,True,1,2,6,10,586,12674
Mar,12,08:18,True,3,0,5,5,557,3608
Mar,12,08:19,True,8,7,3,100,848,119481
Mar,12,08:21,True,6,2,2,2,497,3433
Mar,12,08:21,True,8,3,3,3,836,4981
Mar,12,08:23,True,4,4,7,5,1035,27698
Mar,12,08:24,True,7,4,1,1,443,1668
Mar,12,08:25,True,2,10,1,1,449,1577
Mar,12,08:26,True,6,3,1,1,452,1518
Mar,12,08:27,True,4,4,1,1,422,1531
Mar,12,08:28,True,4,2,1,1,415,1353
Mar,12,08:28,True,8,4,7,5,1001,23866
Mar,12,08:30,True,3,3,1,1,416,1530
Mar,12,08:31,True,4,3,1,1,417,1075
Mar,12,08:32,True,3,0,2,2,533,7168
Mar,12,08:33,True,3,0,2,2,550,4105
Mar,12,08:33,True,4,3,2,2,523,4644
Mar,12,08:34,True,5,4,2,2,519,3749
Mar,12,08:35,True,8,0,1,1,385,1217
Mar,12,08:36,True,4,15,1,1,382,1373
Mar,12,08:37,True,2,3,4,35,1077,46100
Mar,12,08:38,True,7,2,1,1,398,1308
Mar,12,08:39,True,7,3,1,1,428,1517
Mar,12,08:40,False,2,4,2,8,540,21754
Mar,12,08:41,True,7,4,2,2,620,4716
Mar,12,08:41,True,5,5,3,5,1033,6140
Mar,12,08:43,True,6,0,1,1,439,2115
Mar,12,08:44,True,1,2,5,5,596,3429
Mar,12,08:44,True,8,15,2,2,575,4111
Mar,12,08:45,True,8,0,7,5,1186,29426
Mar,12,08:47,True,8,3,1,1,452,1078
Mar,12,08:48,True,2,3,1,1,474,1305
Mar,12,08:48,True,7,2,5,5,606,3676
Mar,12,08:49,True,2,4,1,1,437,1254
Mar,12,08:50,True,5,25,6,10,733,10333
Mar,12,08:51,True,1,2,7,5,1230,21142
Mar,12,08:52,True,2,2,5,5,730,3756
Mar,12,08:53,True,5,4,2,2,746,5853
Mar,12,08:54,True,5,5,1,1,539,1444
Mar,12,08:55,True,1,4,2,2,648,5071
Mar,12,08:56,True,3,0,4,25,1283,32827
Mar,12,08:57,True,1,2,2,2,705,6124
Mar,12,08:58,True,4,2,2,2,722,7160
Mar,12,08:59,True,8,3,1,1,557,1829
Mar,12,09:00,True,1,10,3,12,1250,22853
Mar,12,09:01,True,8,2,1,1,561,1338
Mar,12,09:02,True,2,3,1,1,530,1263
Mar,12,09:02,False,4,2,4,30,1300,37285
Mar,12,09:04,True,2,3,3,5,1246,6406
Mar,12,09:06,True,7,0,1,1,551,1134
Mar,12,09:06,True,3,0,1,1,571,1058
Mar,12,09:07,True,5,0,3,8,1285,10662
Mar,12,09:08,True,6,3,1,1,547,1223
Mar,12,09:09,True,2,0,1,1,552,1976
Mar,12,09:10,True,6,25,3,3,1314,7103
Mar,12,09:11,True,6,4,5,5,808,8350
Mar,12,09:12,True,7,2,1,1,472,1296
Mar,12,09:13,True,5,3,1,1,444,1187
Mar,12,09:14,True,8,4,5,5,705,3800
Mar,12,09:15,True,2,0,1,1,444,1115
Mar,12,09:16,True,4,10,1,1,432,1839
Mar,12,09:16,True,7,3,1,1,402,1390
Mar,12,09:17,True,2,3,5,5,541,2825
Mar,12,09:18,True,8,4,2,2,553,3234
Mar,12,09:19,True,5,2,6,10,709,13287
Mar,12,09:20,True,7,4,1,1,427,1018
Mar,12,09:20,True,5,4,1,1,428,1192
Mar,12,09:21,True,8,3,1,1,410,1015
Mar,12,09:22,True,3,0,2,2,528,2402
Mar,12,09:23,True,5,2,2,2,491,2383
Mar,12,09:24,True,7,2,1,1,351,902
Mar,12,09:25,True,8,3,2,2,418,6525
Mar,12,09:25,True,8,3,1,1,342,1159
Mar,12,09:26,True,3,3,2,2,406,6205
Mar,12,09:27,False,2,3,2,6,391,9286
Mar,12,09:28,True,3,5,5,5,473,3129
Mar,12,09:29,True,8,2,1,1,340,1421
Mar,12,09:30,True,7,2,4,15,1164,25357
Mar,12,09:31,True,4,3,1,1,368,1576
Mar,12,09:32,True,8,0,1,1,398,1392
Mar,12,09:33,True,8,3,2,2,549,5737
Mar,12,09:34,True,4,5,1,1,359,1646
Mar,12,09:34,True,8,2,1,1,359,1149
Mar,12,09:35,True,8,2,2,2,462,3689
Mar,12,09:36,True,6,3,2,2,448,4944
Mar,12,09:37,True,3,3,2,2,460,5799
Mar,12,09:38,True,1,20,5,5,505,3033
Mar,12,09:38,True,8,2,1,1,415,1515
Mar,12,09:39,True,7,3,1,1,408,1293
Mar,12,09:40,True,5,2,2,2,484,3092
Mar,12,09:41,False,7,3,7,15,1070,69077
Mar,12,09:42,False,1,3,1,3,408,1952
Mar,12,09:43,True,2,2,6,10,687,8606
Mar,12,09:44,True,8,7,2,2,672,3305
Mar,12,09:45,True,2,5,1,1,506,1632
Mar,12,09:46,True,8,2,1,1,479,1576
Mar,12,09:46,True,1,3,4,25,1238,41157
Mar,12,09:48,True,4,0,7,5,1310,48509
Mar,12,09:50,True,1,7,4,7,1324,12868
Mar,12,09:51,False,3,2,3,8,1391,14593
Mar,12,09:53,True,7,0,3,3,1416,6368
Mar,12,09:54,True,8,2,2,2,907,6464
Mar,12,09:55,False,1,4,1,4,664,6493
Mar,12,09:56,True,2,0,6,10,1046,17749
Mar,12,09:56,True,7,3,5,5,1041,4826
Mar,12,09:57,True,7,2,6,10,1072,11474
Mar,12,09:58,True,8,3,6,10,1119,12221
Mar,12,09:59,False,2,2,2,4,975,7807
Mar,12,10:00,True,6,0,2,2,983,4950
Mar,12,10:00,True,6,3,2,2,903,4361
Mar,12,10:01,True,8,5,5,5,1024,6199
Mar,12,10:02,True,8,4,1,1,693,5352
Mar,12,10:03,False,1,2,1,2,640,9149
Mar,12,10:04,True,3,0,2,2,766,5781
Mar,12,10:05,True,4,0,1,1,509,1022
Mar,12,10:05,True,7,3,1,1,466,1241
Mar,12,10:06,False,1,4,1,4,437,4909
Mar,12,10:07,True,2,3,1,1,507,1286
Mar,12,10:08,True,5,3,2,2,628,5929
Mar,12,10:09,True,4,3,7,5,1280,26741
Mar,12,10:10,False,2,7,2,14,658,17131
Mar,12,10:11,True,2,3,5,5,818,3460
Mar,12,10:12,True,4,3,7,5,1410,21626
Mar,12,10:14,True,5,5,2,2,861,4409
Mar,12,10:14,True,8,2,1,1,666,1749
Mar,12,10:15,True,2,2,1,1,643,2392
Mar,12,10:16,True,7,2,2,2,796,3548
Mar,12,10:17,True,7,5,2,2,787,3108
Mar,12,10:18,True,8,0,3,5,1360,5445
Mar,12,10:19,True,8,2,6,10,936,10835
Mar,12,10:20,False,1,2,1,2,571,2047
Mar,12,10:21,True,8,2,1,1,595,1493
Mar,12,10:21,True,5,3,1,1,526,1530
Mar,12,10:22,True,6,5,3,2,1275,3926
Mar,12,10:24,True,5,2,1,1,486,1708
Mar,12,10:24,True,2,3,3,4,1250,5443
Mar,12,10:26,True,1,3,2,2,728,6114
Mar,12,10:27,True,1,3,3,10,1276,12207
Mar,12,10:28,True,3,2,2,2,752,6347
Mar,12,10:29,True,7,2,1,1,517,1436
Mar,12,10:29,False,2,0,2,2,654,6133
Mar,12,10:30,False,5,3,5,15,745,20496
Mar,12,10:31,True,7,15,3,15,1365,15282
Mar,12,10:32,True,6,5,1,1,596,1828
Mar,12,10:33,True,6,3,5,5,906,3611
Mar,12,10:34,True,6,0,2,2,929,3474
Mar,12,10:35,True,1,7,8,50,1854,61018
Mar,12,10:37,False,2,0,2,2,939,4738
Mar,12,10:38,True,1,10,2,2,909,3719
Mar,12,10:38,True,4,0,5,5,1073,4452
Mar,12,10:39,True,8,2,2,2,916,4958
Mar,12,10:40,True,4,3,1,1,704,3565
Mar,12,10:41,True,7,7,1,1,642,1763
Mar,12,10:42,True,4,0,2,2,767,5565
Mar,12,10:43,True,8,5,1,1,516,1331
Mar,12,10:43,True,2,3,1,1,515,1931
Mar,12,10:44,True,6,4,1,1,477,1682
Mar,12,10:45,True,5,0,6,10,912,12266
Mar,12,10:46,True,3,3,8,50,1601,46777
Mar,12,10:48,True,3,3,2,2,828,4814
